phoneno,age,gender,zipcode,calls,sms,mms,charges,coverage,complaint,sim,phone,prepost,churn
7176,1,Male,94710,760,44,20,1820,0,2,Single Sim,Andoid,Prepaid,0
9526,1,Male,95616,150,54,30,440,2,3,Single Sim,Andoid,Postpaid,0
5743,1,Female,94301,600,57,33,1220,2,2,Dual Sim,IOS,Postpaid,0
6709,1,Male,94550,180,52,26,350,0,4,Single Sim,Andoid,Postpaid,0
8995,3,Male,92407,80,51,25,910,0,1,Single Sim,Andoid,Prepaid,0
4788,2,Male,94024,200,57,32,300,0,2,Single Sim,Andoid,Prepaid,0
8552,3,Male,94608,250,65,39,530,0,1,Single Sim,Andoid,Postpaid,0
8850,3,Male,94720,30,58,33,280,0,1,Single Sim,Andoid,Postpaid,0
7178,2,Male,94720,340,64,39,850,2,4,Single Sim,Andoid,Postpaid,0
2276,2,Female,93907,70,52,26,280,1,2,Single Sim,Andoid,Postpaid,0
7612,1,Male,91016,40,58,34,410,2,4,Single Sim,Andoid,Postpaid,0
6855,3,Male,90650,500,52,22,1540,0,1,Dual Sim,IOS,Postpaid,1
8021,3,Male,92831,30,43,18,410,0,1,Single Sim,Andoid,Postpaid,0
3371,1,Male,95014,150,56,32,330,0,3,Single Sim,Andoid,Prepaid,0
6156,3,Male,94523,580,37,12,1820,0,3,Single Sim,Andoid,Postpaid,1
3148,3,Male,90740,80,53,27,590,0,2,Single Sim,Andoid,Postpaid,0
7322,1,Male,90009,330,27,2,1290,0,2,Dual Sim,Andoid,Prepaid,0
7409,3,Male,94583,90,53,27,350,2,3,Single Sim,Andoid,Postpaid,0
1570,2,Female,94705,220,42,16,1850,0,3,Dual Sim,IOS,Postpaid,1
5072,2,Male,93943,130,58,34,450,3,4,Single Sim,Andoid,Prepaid,0
4352,2,Male,94065,10,36,12,620,2,4,Single Sim,Andoid,Prepaid,0
9587,3,Female,96008,820,53,28,1830,5,3,Single Sim,IOS,Postpaid,1
9625,3,Male,94303,10,48,22,140,0,2,Single Sim,Andoid,Postpaid,0
5434,3,Female,94002,220,54,28,530,0,1,Single Sim,Andoid,Postpaid,0
9057,3,Male,94019,260,26,1,480,2,3,Single Sim,Andoid,Prepaid,0
1300,1,Male,92780,40,50,26,1280,0,2,Single Sim,Andoid,Postpaid,0
2386,1,Male,94025,400,31,7,1050,4,1,Single Sim,Andoid,Postpaid,0
2746,1,Female,93943,90,35,9,400,0,3,Single Sim,Andoid,Postpaid,0
3761,1,Male,90095,40,63,37,100,0,2,Single Sim,Andoid,Postpaid,0
1106,1,Male,90245,330,29,4,1020,4,2,Single Sim,Andoid,Prepaid,0
6796,2,Male,94143,10,57,32,310,0,3,Single Sim,Andoid,Postpaid,0
2629,1,Male,90245,80,30,5,300,2,4,Single Sim,Andoid,Postpaid,0
1136,3,Male,90095,60,33,7,210,0,1,Dual Sim,Andoid,Prepaid,0
8823,1,Male,92867,30,62,36,440,0,2,Single Sim,Andoid,Prepaid,0
1910,3,Male,95060,250,35,10,480,2,1,Single Sim,Andoid,Postpaid,0
3023,2,Male,94604,20,37,11,210,0,3,Single Sim,Andoid,Postpaid,0
3668,2,Female,90266,220,37,11,840,0,4,Single Sim,Andoid,Postpaid,0
1809,2,Male,94306,70,35,10,640,3,3,Single Sim,Andoid,Postpaid,0
6621,1,Male,94720,250,35,9,820,2,1,Single Sim,Andoid,Prepaid,0
8308,1,Male,95616,130,59,35,390,0,4,Single Sim,Andoid,Postpaid,0
4293,3,Female,90405,80,53,27,450,0,2,Single Sim,Andoid,Postpaid,0
9878,3,Female,92056,570,45,21,1330,0,0,Single Sim,IOS,Postpaid,1
4185,1,Male,90009,140,46,22,1520,0,2,Single Sim,Andoid,Postpaid,0
4531,1,Male,90033,100,40,16,120,1,1,Dual Sim,Andoid,Prepaid,0
5958,1,Male,94112,150,42,16,320,2,3,Single Sim,Andoid,Postpaid,0
1568,1,Male,94085,260,25,1,740,3,4,Single Sim,Andoid,Prepaid,0
2847,2,Female,92037,110,39,14,540,2,2,Single Sim,Andoid,Prepaid,0
6905,2,Female,94542,410,30,6,1810,0,3,Single Sim,IOS,Postpaid,1
6740,3,Male,90034,0,58,33,750,0,2,Single Sim,Andoid,Postpaid,0
1795,1,Male,91101,10,41,15,950,3,3,Dual Sim,Andoid,Prepaid,0
4794,2,Male,94305,730,37,11,1900,6,4,Single Sim,IOS,Postpaid,1
3372,1,Male,94709,280,36,11,900,0,1,Single Sim,Andoid,Postpaid,0
3311,1,Female,95616,100,27,3,200,2,4,Single Sim,Andoid,Postpaid,0
2427,3,Male,95014,220,60,34,640,0,3,Single Sim,Andoid,Prepaid,0
3601,3,Male,90019,170,62,36,850,1,2,Single Sim,Andoid,Prepaid,0
1586,2,Male,93711,170,67,43,1050,0,4,Single Sim,Andoid,Postpaid,0
3675,1,Male,90840,20,44,18,210,0,1,Single Sim,Andoid,Postpaid,0
2941,2,Male,94720,180,24,-1,780,0,2,Single Sim,Andoid,Prepaid,0
8564,1,Female,94085,667,45,21,1580,2,2,Single Sim,Andoid,Postpaid,0
7468,1,Male,94720,430,58,34,1250,3,1,Single Sim,Andoid,Prepaid,0
8479,2,Male,95449,180,61,36,810,0,3,Single Sim,Andoid,Postpaid,0
5504,1,Female,93105,810,54,29,1830,0,1,Single Sim,Andoid,Postpaid,0
9298,2,Male,94550,60,28,3,540,0,4,Single Sim,Andoid,Postpaid,0
3532,3,Male,94025,360,49,24,790,3,4,Single Sim,Andoid,Postpaid,0
1649,2,Male,91706,150,35,11,380,2,1,Single Sim,Andoid,Postpaid,0
5749,2,Male,94704,100,36,10,1720,3,4,Single Sim,Andoid,Postpaid,1
6711,1,Male,93106,750,34,8,1840,0,3,Single Sim,Andoid,Prepaid,1
5691,1,Female,95054,780,36,11,1580,2,2,Single Sim,Andoid,Postpaid,0
4929,3,Male,94596,90,35,11,1880,3,1,Single Sim,Andoid,Postpaid,1
2573,3,Male,95064,50,27,2,200,0,4,Single Sim,Andoid,Postpaid,0
9385,3,Female,92677,20,42,18,600,2,4,Single Sim,Andoid,Prepaid,0
6374,3,Male,92096,240,65,39,1130,0,4,Single Sim,Andoid,Postpaid,0
2725,1,Female,93101,0,29,5,700,0,4,Single Sim,Andoid,Postpaid,0
7729,3,Female,95762,0,65,41,840,0,2,Single Sim,Andoid,Postpaid,0
4889,3,Male,94002,20,59,33,230,0,2,Single Sim,Andoid,Postpaid,0
4778,1,Female,90089,330,46,22,1410,0,2,Dual Sim,IOS,Postpaid,0
6565,1,Male,90007,440,59,33,1100,3,3,Single Sim,Andoid,Postpaid,0
5334,1,Female,94923,180,52,26,310,0,4,Single Sim,Andoid,Postpaid,0
4854,1,Male,92660,130,60,35,220,1,1,Single Sim,Andoid,Prepaid,0
1304,1,Male,95134,520,43,17,910,0,1,Dual Sim,Andoid,Prepaid,0
7263,3,Male,94131,240,65,39,820,3,4,Single Sim,Andoid,Postpaid,0
3667,1,Male,92630,30,50,26,230,0,1,Single Sim,Andoid,Prepaid,0
9465,1,Male,93943,10,48,23,350,0,1,Dual Sim,Andoid,Postpaid,0
6469,3,Male,91380,250,49,25,1140,0,1,Single Sim,Andoid,Postpaid,1
9610,2,Female,94402,10,58,33,180,0,3,Single Sim,Andoid,Postpaid,0
2829,3,Male,91107,160,24,-2,800,3,2,Single Sim,Andoid,Prepaid,0
5967,3,Female,95817,230,58,32,740,0,2,Single Sim,Andoid,Prepaid,0
5318,2,Male,94590,410,45,19,1220,0,4,Single Sim,Andoid,Postpaid,1
7171,2,Male,94545,233,42,15,730,0,3,Single Sim,Andoid,Prepaid,0
2883,1,Male,96064,110,64,40,400,0,2,Single Sim,Andoid,Postpaid,0
7802,3,Male,92103,10,49,25,550,0,4,Single Sim,Andoid,Postpaid,0
7537,2,Female,90089,270,55,31,690,0,1,Dual Sim,Andoid,Prepaid,0
9295,2,Male,90024,140,40,14,920,0,4,Single Sim,Andoid,Postpaid,0
6507,3,Female,93943,210,28,2,480,0,4,Single Sim,Andoid,Postpaid,0
1978,3,Male,91711,60,57,31,1130,4,4,Single Sim,Andoid,Postpaid,1
7275,2,Male,93940,130,50,25,580,0,1,Single Sim,Andoid,Postpaid,0
6081,1,Male,94025,220,40,16,1090,0,2,Single Sim,Andoid,Postpaid,0
5632,2,Female,94542,100,55,28,390,0,3,Single Sim,Andoid,Postpaid,0
4495,2,Male,94591,190,53,29,330,2,3,Single Sim,Andoid,Prepaid,0
2703,1,Female,94304,20,48,24,180,0,4,Single Sim,Andoid,Postpaid,0
6299,1,Female,90044,160,59,33,630,0,1,Single Sim,Andoid,Postpaid,0
9896,2,Male,92093,280,58,32,430,0,1,Single Sim,Andoid,Postpaid,0
2844,3,Male,94022,200,38,14,700,0,4,Single Sim,Andoid,Postpaid,0
6576,3,Male,94545,90,49,25,190,0,1,Single Sim,Andoid,Prepaid,0
9873,2,Male,94501,130,60,36,390,2,4,Single Sim,Andoid,Postpaid,0
2710,1,Male,94720,80,54,28,810,0,3,Single Sim,Andoid,Prepaid,0
1074,3,Male,92161,130,28,2,340,0,4,Single Sim,Andoid,Prepaid,0
3169,2,Male,91711,590,27,1,1400,2,1,Dual Sim,IOS,Postpaid,1
2054,1,Male,94305,30,42,18,1140,0,1,Single Sim,Andoid,Prepaid,0
5211,3,Male,91320,320,52,28,550,2,2,Single Sim,Andoid,Prepaid,0
4324,2,Male,95351,10,54,30,210,1,1,Single Sim,Andoid,Postpaid,0
7642,2,Male,94022,280,56,30,500,0,4,Dual Sim,Andoid,Postpaid,0
8499,1,Female,95833,150,58,34,410,0,3,Single Sim,Andoid,Postpaid,0
3938,1,Male,90032,220,56,32,1900,0,3,Single Sim,IOS,Postpaid,1
8275,3,Male,94110,30,64,40,80,0,2,Single Sim,Andoid,Postpaid,0
6799,2,Male,92870,167,35,8,550,0,2,Single Sim,Andoid,Postpaid,0
7627,1,Female,91763,130,45,20,400,0,2,Single Sim,Andoid,Prepaid,0
7647,2,Male,95616,10,57,32,220,0,3,Single Sim,Andoid,Postpaid,0
3047,2,Female,94590,167,35,8,440,0,2,Dual Sim,Andoid,Prepaid,0
1882,3,Male,95039,450,46,22,1020,0,3,Single Sim,Andoid,Postpaid,1
8789,3,Male,93033,180,30,4,540,3,4,Single Sim,Andoid,Postpaid,0
8459,2,Male,90291,320,44,20,1300,0,4,Single Sim,Andoid,Prepaid,1
4429,2,Female,94501,233,39,12,750,0,3,Single Sim,Andoid,Postpaid,0
7813,1,Male,95929,170,42,18,420,0,2,Single Sim,Andoid,Postpaid,0
1619,1,Male,92110,380,34,9,1330,0,1,Single Sim,Andoid,Postpaid,0
1526,2,Male,92037,120,46,20,400,0,1,Single Sim,Andoid,Postpaid,0
8168,1,Male,94305,150,55,31,340,2,3,Single Sim,Andoid,Postpaid,0
4691,1,Male,93727,80,28,3,1420,0,1,Single Sim,Andoid,Postpaid,0
1877,1,Female,94542,230,35,10,640,0,3,Single Sim,IOS,Postpaid,0
7127,3,Male,94720,160,60,35,440,2,2,Single Sim,Andoid,Postpaid,0
8162,1,Male,91401,30,50,24,950,3,1,Single Sim,Andoid,Postpaid,0
6713,3,Male,90011,140,52,26,490,0,1,Single Sim,Andoid,Postpaid,0
9940,1,Male,91007,20,51,27,120,0,2,Single Sim,Andoid,Prepaid,0
7568,3,Female,90024,130,51,26,980,0,1,Single Sim,Andoid,Postpaid,0
2840,1,Male,91711,40,59,35,420,0,4,Single Sim,Andoid,Postpaid,0
1468,3,Female,92152,60,53,28,440,0,2,Single Sim,Andoid,Postpaid,0
5492,1,Male,94117,520,43,17,1240,0,1,Single Sim,Andoid,Prepaid,0
6451,1,Male,95005,670,31,6,1750,0,2,Single Sim,Andoid,Postpaid,0
5117,1,Male,94061,30,32,6,220,0,4,Single Sim,Andoid,Prepaid,0
1892,1,Male,95929,267,41,17,780,1,4,Single Sim,Andoid,Postpaid,0
6785,2,Female,91741,100,31,4,540,2,2,Single Sim,Andoid,Prepaid,0
5961,1,Female,92407,700,41,16,1540,0,1,Single Sim,Andoid,Prepaid,0
1878,2,Male,95820,270,47,22,420,0,3,Single Sim,Andoid,Postpaid,0
2228,1,Male,91763,650,37,13,1950,7,2,Single Sim,Andoid,Postpaid,0
9181,3,Female,93023,300,53,23,800,0,1,Single Sim,Andoid,Postpaid,0
3970,2,Male,94301,200,49,22,810,0,3,Single Sim,Andoid,Postpaid,0
6397,1,Female,94022,200,62,36,890,0,2,Single Sim,Andoid,Postpaid,0
3552,2,Male,93943,260,33,9,610,0,3,Single Sim,Andoid,Postpaid,0
5040,3,Female,90016,40,54,24,250,0,4,Single Sim,Andoid,Prepaid,0
5503,2,Male,90245,10,27,3,430,2,3,Single Sim,Andoid,Postpaid,0
9471,1,Male,92606,260,60,35,1220,4,1,Single Sim,Andoid,Prepaid,0
1354,1,Male,90405,430,29,5,1600,4,1,Single Sim,Andoid,Postpaid,0
3025,2,Male,91320,160,56,32,830,0,4,Single Sim,Andoid,Prepaid,0
7475,3,Male,92182,0,55,30,790,0,2,Single Sim,Andoid,Prepaid,0
2031,2,Female,94305,50,45,19,300,0,3,Single Sim,Andoid,Postpaid,0
2191,1,Male,94110,430,33,9,1450,5,1,Single Sim,Andoid,Postpaid,0
5083,1,Male,90024,330,45,21,1510,4,2,Single Sim,Andoid,Prepaid,0
2168,3,Female,94720,10,44,18,140,1,2,Single Sim,Andoid,Prepaid,0
7252,2,Male,95054,20,37,11,190,0,3,Single Sim,Andoid,Postpaid,0
2611,3,Male,95820,70,42,16,550,2,1,Single Sim,Andoid,Postpaid,0
6733,3,Female,94720,240,26,2,1320,0,2,Single Sim,Andoid,Prepaid,1
3604,1,Male,94065,860,33,8,1820,0,1,Single Sim,Andoid,Prepaid,0
5991,1,Female,91330,50,61,36,780,0,3,Single Sim,Andoid,Postpaid,0
1524,2,Female,95822,240,31,7,420,0,1,Single Sim,Andoid,Postpaid,0
5003,3,Male,95518,230,54,29,440,2,2,Single Sim,Andoid,Postpaid,0
6891,3,Female,91125,520,62,38,1950,6,4,Single Sim,IOS,Postpaid,1
9796,2,Male,92717,50,61,36,530,0,3,Single Sim,Andoid,Postpaid,0
9515,1,Male,92612,240,66,41,650,0,3,Single Sim,Andoid,Prepaid,0
7760,1,Male,94305,20,38,12,430,0,4,Single Sim,Andoid,Prepaid,0
8385,3,Female,90035,150,55,29,380,0,4,Single Sim,Andoid,Prepaid,0
9540,3,Male,95741,180,60,36,500,0,1,Single Sim,Andoid,Postpaid,0
8293,2,Male,91711,180,23,-2,810,0,2,Single Sim,Andoid,Prepaid,0
8653,3,Female,94588,190,29,3,410,0,1,Single Sim,Andoid,Postpaid,0
5428,1,Male,93943,230,35,10,730,0,3,Single Sim,Andoid,Postpaid,0
8438,3,Female,91605,40,53,27,310,2,2,Single Sim,Andoid,Prepaid,0
5868,2,Female,91320,60,32,7,840,0,3,Single Sim,Andoid,Postpaid,0
3153,1,Female,94109,190,38,14,950,0,2,Single Sim,Andoid,Postpaid,0
5285,1,Male,90840,130,44,18,1620,4,4,Single Sim,Andoid,Prepaid,1
1075,3,Male,95039,220,43,18,600,2,2,Single Sim,Andoid,Prepaid,0
8173,3,Male,95039,110,54,30,1210,0,2,Dual Sim,Andoid,Prepaid,1
5169,2,Female,91380,100,52,25,430,2,3,Single Sim,IOS,Postpaid,0
4870,2,Female,92182,180,31,7,380,2,1,Single Sim,IOS,Postpaid,0
2520,1,Male,92084,290,47,22,820,3,1,Single Sim,Andoid,Postpaid,0
9274,1,Male,95008,190,42,18,520,0,4,Single Sim,Andoid,Postpaid,0
2623,1,Female,91016,150,57,33,430,2,3,Single Sim,Andoid,Prepaid,0
2197,2,Female,95747,260,33,8,820,0,1,Dual Sim,IOS,Postpaid,0
2169,1,Male,94109,410,35,10,1610,0,1,Dual Sim,Andoid,Postpaid,0
8168,2,Male,94550,70,56,30,240,0,2,Single Sim,Andoid,Postpaid,0
4922,1,Male,90210,260,57,32,1020,0,1,Single Sim,Andoid,Postpaid,0
8033,2,Male,94305,240,25,-1,530,0,3,Single Sim,Andoid,Prepaid,0
4491,1,Male,92037,120,53,28,850,0,1,Single Sim,Andoid,Prepaid,0
3370,1,Male,95120,440,59,33,1110,0,3,Single Sim,Andoid,Postpaid,0
6673,1,Female,95054,30,56,32,900,0,2,Single Sim,Andoid,Postpaid,0
1785,1,Male,92709,110,54,28,940,2,2,Single Sim,Andoid,Prepaid,0
8063,3,Male,94606,360,48,23,630,0,4,Single Sim,Andoid,Prepaid,0
8179,2,Male,94305,280,55,30,1530,0,2,Dual Sim,IOS,Postpaid,1
9448,3,Male,92037,200,33,7,390,0,2,Single Sim,Andoid,Prepaid,0
7016,1,Male,95762,880,46,21,2050,2,2,Dual Sim,Andoid,Postpaid,0
3033,1,Male,93106,340,42,18,1420,5,1,Single Sim,Andoid,Postpaid,0
4227,1,Male,94608,40,49,25,1630,0,2,Dual Sim,Andoid,Prepaid,0
7560,1,Male,93014,100,42,17,1130,0,3,Dual Sim,Andoid,Postpaid,0
5162,1,Female,92104,290,46,21,640,0,1,Single Sim,Andoid,Postpaid,0
8700,3,Female,92647,10,65,40,200,0,3,Single Sim,Andoid,Prepaid,0
7040,1,Male,94025,100,50,24,1790,0,1,Single Sim,Andoid,Postpaid,0
4441,3,Male,91101,450,54,24,910,1,2,Single Sim,Andoid,Postpaid,0
5625,1,Female,91367,333,42,18,1030,0,1,Dual Sim,IOS,Postpaid,1
1129,2,Male,95053,160,57,33,800,0,4,Single Sim,Andoid,Prepaid,0
4252,1,Male,93106,30,61,35,380,0,2,Single Sim,Andoid,Prepaid,0
5085,1,Female,94143,20,60,34,440,0,1,Single Sim,Andoid,Prepaid,0
5922,2,Male,94720,430,40,14,1640,0,1,Single Sim,Andoid,Prepaid,1
5945,1,Female,92647,160,33,7,810,0,3,Single Sim,Andoid,Postpaid,0
4374,2,Male,90095,170,37,13,950,1,2,Single Sim,Andoid,Prepaid,0
9432,2,Female,90747,190,52,28,440,0,3,Single Sim,Andoid,Prepaid,0
8595,1,Female,94583,160,33,7,880,0,3,Single Sim,Andoid,Postpaid,0
6754,2,Male,94111,700,62,36,1480,0,3,Single Sim,Andoid,Postpaid,1
9066,2,Female,95014,500,62,37,1690,2,3,Single Sim,IOS,Postpaid,1
9160,2,Female,91711,80,63,37,110,2,1,Single Sim,Andoid,Prepaid,0
1891,3,Female,94550,300,55,25,920,2,1,Single Sim,Andoid,Prepaid,0
5589,2,Male,92120,260,33,9,740,0,3,Single Sim,Andoid,Postpaid,0
5180,1,Male,94301,80,25,1,720,0,3,Single Sim,Andoid,Postpaid,0
5260,1,Male,95616,267,55,31,630,0,3,Single Sim,Andoid,Postpaid,0
9951,1,Male,92373,450,29,3,1720,5,2,Single Sim,Andoid,Postpaid,0
5535,1,Female,90029,140,45,21,1830,0,2,Single Sim,Andoid,Postpaid,0
9708,3,Male,91311,250,60,34,400,2,1,Single Sim,Andoid,Postpaid,0
8204,1,Female,92673,290,44,18,680,0,4,Dual Sim,Andoid,Prepaid,0
6327,3,Male,91423,360,48,23,780,0,4,Single Sim,Andoid,Postpaid,0
1791,1,Male,90041,370,57,32,680,2,2,Single Sim,Andoid,Prepaid,0
5435,1,Female,94005,140,58,32,490,1,1,Single Sim,Andoid,Postpaid,0
4868,3,Male,94132,230,58,33,390,0,2,Single Sim,Andoid,Postpaid,0
6983,1,Male,95193,350,44,20,1510,4,1,Single Sim,Andoid,Postpaid,0
2515,1,Male,90245,50,54,28,1590,5,2,Single Sim,Andoid,Postpaid,0
2911,2,Female,94608,190,59,33,890,0,4,Single Sim,Andoid,Postpaid,0
3884,3,Female,92694,170,63,37,1050,3,4,Single Sim,Andoid,Prepaid,0
2841,1,Female,90840,200,61,35,780,0,2,Single Sim,Andoid,Postpaid,0
9482,1,Male,94609,270,58,32,1280,4,2,Single Sim,Andoid,Prepaid,0
3047,1,Female,90254,80,44,20,810,3,4,Single Sim,Andoid,Prepaid,0
7127,3,Male,93305,10,53,29,500,2,4,Single Sim,Andoid,Postpaid,0
2687,3,Female,92624,10,63,39,380,2,3,Single Sim,Andoid,Postpaid,0
8871,1,Male,94960,610,41,17,1190,3,2,Dual Sim,Andoid,Postpaid,0
2677,2,Male,94509,180,50,26,1100,0,3,Single Sim,Andoid,Postpaid,0
3234,3,Female,90212,140,51,25,290,2,1,Single Sim,Andoid,Prepaid,0
8251,3,Male,94590,40,47,22,190,0,1,Single Sim,Andoid,Postpaid,0
7426,3,Female,90630,470,43,19,1300,3,2,Single Sim,Andoid,Prepaid,1
5285,1,Male,90024,240,46,21,380,2,1,Single Sim,Andoid,Postpaid,0
5144,3,Male,95054,30,50,24,310,0,1,Single Sim,Andoid,Prepaid,0
4271,2,Male,91320,70,33,9,140,2,4,Single Sim,Andoid,Postpaid,0
1767,2,Male,95060,40,27,2,1580,0,3,Single Sim,IOS,Postpaid,1
4971,1,Male,92124,20,34,8,390,2,4,Single Sim,Andoid,Postpaid,0
8567,3,Female,95616,490,34,9,1410,0,2,Single Sim,Andoid,Prepaid,1
2014,1,Male,95814,100,28,2,330,2,3,Single Sim,Andoid,Postpaid,0
6015,1,Male,95006,60,29,5,920,0,2,Single Sim,Andoid,Postpaid,0
7687,2,Male,94301,300,52,26,780,0,3,Single Sim,Andoid,Prepaid,0
1918,2,Female,91754,270,47,22,420,0,3,Single Sim,Andoid,Postpaid,0
2193,2,Male,94124,30,41,16,150,1,2,Single Sim,Andoid,Prepaid,0
2540,2,Male,91768,280,58,32,480,0,1,Single Sim,Andoid,Postpaid,0
4626,1,Male,95630,230,37,12,630,0,3,Single Sim,Andoid,Postpaid,0
6595,1,Male,95060,470,57,33,1490,0,1,Dual Sim,Andoid,Prepaid,0
5366,1,Male,90275,80,63,39,490,2,1,Single Sim,Andoid,Postpaid,0
1274,1,Male,94720,390,60,35,1250,0,2,Single Sim,Andoid,Prepaid,0
5238,2,Male,92131,130,50,25,580,0,1,Single Sim,Andoid,Postpaid,0
9630,1,Male,94538,150,60,35,480,0,3,Single Sim,Andoid,Postpaid,0
3524,3,Female,94720,320,54,30,750,0,2,Single Sim,Andoid,Prepaid,0
1287,1,Male,92521,20,28,4,1140,0,2,Single Sim,Andoid,Postpaid,0
9885,2,Female,92697,550,45,21,1340,0,4,Single Sim,IOS,Postpaid,1
6735,3,Male,94305,230,28,2,1110,0,4,Single Sim,Andoid,Postpaid,0
2933,2,Male,94301,380,54,29,620,2,4,Single Sim,Andoid,Postpaid,0
3037,1,Male,95616,70,42,18,450,0,1,Dual Sim,Andoid,Postpaid,0
4157,1,Male,90064,20,30,4,1130,0,2,Single Sim,Andoid,Postpaid,0
7977,1,Male,94550,260,61,36,1280,0,1,Single Sim,Andoid,Postpaid,0
7112,3,Male,94061,570,64,38,1680,0,4,Single Sim,Andoid,Postpaid,1
9389,3,Male,90095,400,38,13,810,3,1,Dual Sim,Andoid,Postpaid,0
4877,2,Female,92521,10,39,14,750,3,1,Single Sim,Andoid,Prepaid,0
3243,3,Male,95841,10,54,29,210,0,4,Single Sim,Andoid,Prepaid,0
7008,1,Male,94701,440,59,33,830,0,3,Single Sim,Andoid,Postpaid,0
3762,1,Male,92354,350,39,15,1210,4,1,Dual Sim,Andoid,Postpaid,0
5154,3,Male,91320,167,63,33,400,0,4,Single Sim,Andoid,Postpaid,0
6586,3,Male,94501,290,31,5,1010,2,1,Dual Sim,Andoid,Prepaid,0
9192,3,Male,92120,450,56,26,900,0,2,Single Sim,Andoid,Prepaid,0
6606,2,Female,91320,267,47,20,680,0,1,Single Sim,Andoid,Postpaid,0
8816,2,Male,91330,180,28,3,740,3,2,Dual Sim,Andoid,Prepaid,0
5885,2,Female,93023,10,32,8,740,3,4,Single Sim,Andoid,Prepaid,0
1702,3,Male,92821,320,54,30,510,0,2,Single Sim,Andoid,Prepaid,0
6365,1,Male,94611,150,29,5,1490,0,1,Single Sim,Andoid,Postpaid,0
2668,3,Female,95039,140,39,15,310,1,1,Single Sim,Andoid,Postpaid,0
9222,3,Male,95616,160,26,0,850,0,2,Single Sim,Andoid,Prepaid,0
1754,3,Female,92672,175,29,-1,620,0,2,Single Sim,Andoid,Prepaid,0
5608,1,Male,95112,30,46,21,440,2,1,Dual Sim,Andoid,Postpaid,0
5193,3,Female,92325,50,38,13,630,2,3,Dual Sim,IOS,Postpaid,0
3622,1,Female,95616,30,55,31,230,0,2,Single Sim,Andoid,Postpaid,0
2848,2,Male,94063,220,48,22,400,1,3,Single Sim,Andoid,Postpaid,0
5771,3,Female,95064,450,36,10,780,3,2,Single Sim,Andoid,Postpaid,0
8683,3,Male,92122,90,39,13,400,2,3,Single Sim,Andoid,Postpaid,0
7112,1,Male,90720,240,40,16,780,0,4,Dual Sim,IOS,Postpaid,0
8024,2,Male,90028,70,26,0,1290,0,3,Single Sim,Andoid,Prepaid,1
2594,2,Female,91311,30,55,29,710,0,3,Single Sim,Andoid,Prepaid,0
2163,3,Male,94720,30,61,35,230,0,3,Single Sim,Andoid,Postpaid,0
5749,1,Male,94303,30,57,33,150,0,2,Single Sim,Andoid,Postpaid,0
1096,1,Female,94720,130,56,31,280,2,1,Single Sim,Andoid,Prepaid,0
4650,1,Male,94110,100,31,5,230,1,3,Single Sim,Andoid,Prepaid,0
8078,3,Male,91109,150,61,31,190,0,1,Single Sim,Andoid,Postpaid,0
7612,3,Female,95020,140,58,32,420,2,3,Single Sim,Andoid,Prepaid,0
8000,1,Male,90036,40,43,18,1130,4,2,Dual Sim,Andoid,Prepaid,0
1617,2,Female,90717,40,29,5,340,0,4,Single Sim,Andoid,Prepaid,0
9734,2,Female,90272,50,50,23,190,2,1,Single Sim,Andoid,Prepaid,0
6373,2,Female,94109,160,49,25,430,0,1,Single Sim,Andoid,Postpaid,0
2993,1,Male,94108,120,43,18,1790,0,3,Dual Sim,IOS,Postpaid,1
8608,3,Male,92182,220,58,32,440,0,3,Single Sim,Andoid,Prepaid,0
1349,2,Male,92024,10,41,16,210,0,2,Single Sim,Andoid,Prepaid,0
5705,1,Female,92647,250,65,40,1150,2,1,Single Sim,Andoid,Prepaid,0
6659,2,Female,90024,380,52,27,810,0,4,Single Sim,Andoid,Prepaid,0
8959,1,Male,93555,280,55,31,910,0,2,Single Sim,Andoid,Prepaid,0
8977,2,Female,90095,90,49,25,300,0,4,Single Sim,Andoid,Prepaid,0
2401,3,Male,92129,140,52,22,550,0,3,Single Sim,Andoid,Postpaid,0
9870,3,Female,91775,210,56,31,480,0,2,Single Sim,Andoid,Prepaid,0
2083,2,Male,94122,30,30,4,230,2,4,Single Sim,Andoid,Prepaid,0
1442,2,Male,92084,10,36,10,210,0,3,Single Sim,Andoid,Prepaid,0
9737,1,Male,92374,170,41,17,550,0,2,Single Sim,Andoid,Prepaid,0
2524,2,Male,95678,100,42,15,210,0,3,Single Sim,Andoid,Postpaid,0
3400,3,Male,93940,220,60,34,400,0,3,Dual Sim,Andoid,Postpaid,0
7249,1,Female,95020,30,44,20,300,0,4,Single Sim,Andoid,Prepaid,0
3134,2,Male,90095,60,34,9,780,0,3,Single Sim,Andoid,Postpaid,0
3880,3,Male,92677,320,56,32,650,0,2,Single Sim,Andoid,Postpaid,0
8959,3,Male,91330,210,31,5,500,3,4,Single Sim,Andoid,Postpaid,0
3163,2,Male,90024,200,29,4,550,0,4,Dual Sim,Andoid,Postpaid,0
8376,1,Male,94305,20,31,5,1110,0,2,Single Sim,Andoid,Prepaid,0
7892,2,Female,92008,10,36,10,210,0,3,Single Sim,Andoid,Prepaid,0
5213,3,Male,92614,50,42,16,650,3,3,Single Sim,Andoid,Postpaid,0
2096,3,Male,90095,80,64,39,1140,0,1,Single Sim,Andoid,Postpaid,0
6748,3,Male,91320,90,61,36,540,2,3,Single Sim,Andoid,Postpaid,0
